class_name,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.312333077,0.787845969,4.04E-09,0.373431325,0.756984472,-0.01652969,0.415993124,0.688183069,-0.023395596,0.430466056,0.614359498,-0.032394897,0.439947784,0.556274116,-0.042050518,0.389771104,0.588911235,0.007897688,0.40195021,0.510239422,-0.002728861,0.405165881,0.460593641,-0.012670257,0.406474292,0.417809963,-0.02050182,0.358069241,0.573585331,0.00125114,0.371920824,0.483735859,-0.007770798,0.37812835,0.428648263,-0.023601152,0.384197265,0.379291028,-0.035819791,0.325575411,0.574377537,-0.010012466,0.335913897,0.490118265,-0.023279779,0.342131346,0.438839734,-0.040392939,0.349451244,0.396578848,-0.051988896,0.290935814,0.588725448,-0.024129141,0.295739383,0.524264574,-0.0372031,0.302312553,0.482802004,-0.048799224,0.310427606,0.44503215,-0.057140622
A,0.30753538,0.784810424,4.28E-09,0.368229061,0.754631937,-0.017846406,0.411461174,0.685796142,-0.025173491,0.426943928,0.612106144,-0.034194112,0.434835881,0.554463506,-0.043798476,0.384418696,0.584176838,0.006214269,0.397627801,0.505189359,-0.004365625,0.401767284,0.456205726,-0.014048632,0.403514355,0.414412707,-0.021600949,0.351804167,0.569503963,0.000443845,0.365118325,0.47954464,-0.00821681,0.371050596,0.426010489,-0.023617553,0.37635088,0.378323197,-0.035476144,0.318885356,0.57119441,-0.009961894,0.329411447,0.486670852,-0.023155382,0.336086094,0.435403466,-0.040248789,0.342932463,0.393554509,-0.051731721,0.284448922,0.586051524,-0.023280304,0.289273739,0.521827877,-0.03634036,0.295966744,0.479478359,-0.048012558,0.303657234,0.441040844,-0.056382969
A,0.305865884,0.783108056,4.25E-09,0.366812199,0.751727641,-0.018471295,0.410151482,0.683546484,-0.026421808,0.425405025,0.609491348,-0.035872228,0.434012562,0.551836371,-0.045869872,0.382785499,0.584601104,0.003847765,0.39550218,0.50593847,-0.007496081,0.399300218,0.456354469,-0.017457997,0.401072741,0.413748384,-0.025221057,0.351301581,0.5695889,-0.001759053,0.365117729,0.479395688,-0.01132606,0.37157768,0.424800336,-0.026919596,0.377806127,0.375654191,-0.038974445,0.319062889,0.570986986,-0.011938465,0.329532176,0.486045331,-0.025846995,0.335802436,0.434580386,-0.043239832,0.343202561,0.391937435,-0.054961774,0.284648836,0.586207509,-0.024989197,0.289356947,0.522454381,-0.038557548,0.295572281,0.480121732,-0.050524272,0.303441554,0.441277444,-0.059099533
A,0.30501321,0.783174515,4.20E-09,0.366530627,0.75236702,-0.017180203,0.410158217,0.683463514,-0.024378981,0.425433636,0.609332085,-0.0332685,0.434229493,0.552077651,-0.042849198,0.38251543,0.584782004,0.004663159,0.395270348,0.506057978,-0.006407439,0.399211109,0.456396937,-0.016181625,0.401169091,0.413668334,-0.023799097,0.351129144,0.569835067,-0.001355737,0.364562809,0.479343355,-0.010701953,0.370898485,0.424340129,-0.02614536,0.376855254,0.375145853,-0.038092673,0.318965673,0.571316659,-0.0117947,0.329360038,0.486134499,-0.025569465,0.335640311,0.434434861,-0.042850282,0.342909843,0.391943097,-0.054474827,0.284684151,0.586455643,-0.024989346,0.289013296,0.522668242,-0.038467873,0.295156807,0.480359644,-0.050315015,0.302942663,0.441774964,-0.058796629
A,0.305574,0.778635859,4.17E-09,0.366678178,0.748021722,-0.016694507,0.410642087,0.679203033,-0.023894414,0.425686717,0.605876088,-0.032741543,0.4328776,0.549666226,-0.042325836,0.382612616,0.581422448,0.003462081,0.395088136,0.502501309,-0.00816418,0.399358749,0.453121066,-0.018033717,0.401379555,0.410559207,-0.025682619,0.350908786,0.566839874,-0.00279519,0.364742637,0.476540744,-0.012809921,0.371117204,0.421910375,-0.028308671,0.376771331,0.372198999,-0.04019805,0.318532825,0.568283021,-0.013332544,0.3295587,0.483309537,-0.027785864,0.335904896,0.431340635,-0.045182128,0.342876941,0.387422264,-0.056718297,0.284226775,0.583408773,-0.026498416,0.289757103,0.519418061,-0.040528174,0.296438903,0.476590484,-0.052532602,0.304246873,0.436610669,-0.061037824
A,0.307872534,0.771828651,4.02E-09,0.369041204,0.741022885,-0.016184805,0.411435306,0.673026443,-0.022449965,0.425972342,0.600448966,-0.03042037,0.436433911,0.545284212,-0.039156795,0.382616818,0.575771689,0.005324647,0.395463079,0.498740733,-0.004790383,0.400134206,0.45039016,-0.013682312,0.402742207,0.408829242,-0.020691801,0.351336658,0.560180366,-0.000347231,0.365994722,0.471421301,-0.008873684,0.373579085,0.417657673,-0.023456555,0.38055861,0.369294167,-0.034777168,0.319404185,0.560725987,-0.010238339,0.33013764,0.476335853,-0.02336631,0.336583704,0.425045669,-0.040049318,0.343898147,0.382390738,-0.051244918,0.285418689,0.57553941,-0.022712994,0.290337026,0.512257278,-0.035799507,0.296713293,0.469755113,-0.047302362,0.304432482,0.430740058,-0.055477906
A,0.30776155,0.770422637,4.41E-09,0.369034827,0.73935324,-0.014992609,0.411852628,0.672474802,-0.020850493,0.426861644,0.600294471,-0.028349508,0.435715258,0.545391023,-0.036476098,0.382941544,0.574967265,0.004448156,0.396248251,0.496627986,-0.005793035,0.400586814,0.447314441,-0.014487684,0.402873307,0.405182421,-0.021351935,0.351906508,0.559655666,-0.001604418,0.367452592,0.470210254,-0.010385907,0.37536335,0.415486962,-0.024434354,0.382779062,0.366790146,-0.035364147,0.319948196,0.560635328,-0.011579266,0.33093977,0.476076871,-0.02455738,0.33710742,0.424940765,-0.040195037,0.344596982,0.382727921,-0.050684486,0.28554517,0.575458407,-0.02405134,0.290288985,0.512399077,-0.036878262,0.296737999,0.470272273,-0.047669791,0.304873884,0.432145,-0.055245906
A,0.31026575,0.757221341,2.81E-09,0.373814434,0.729278326,-0.013374103,0.4154194,0.658887327,-0.017410656,0.429473162,0.585466981,-0.023881799,0.44211185,0.531317413,-0.031354751,0.386884928,0.561520398,0.010199165,0.399144828,0.483530372,0.000953402,0.403675318,0.434553623,-0.007676135,0.406113982,0.392527699,-0.014619448,0.354915977,0.545452893,0.003334556,0.370148838,0.45653075,-0.004650188,0.37857455,0.401748121,-0.019654324,0.385971993,0.35305357,-0.031236872,0.322437376,0.5458588,-0.007745825,0.333494484,0.462217808,-0.020771891,0.340431541,0.411192358,-0.038041133,0.348089308,0.368618786,-0.049487837,0.287844777,0.560579658,-0.021174403,0.293517739,0.498066783,-0.034523368,0.300657779,0.455312312,-0.046549555,0.309002459,0.415871918,-0.054995682
A,0.31088081,0.754100144,3.70E-09,0.373959243,0.725256264,-0.015794646,0.417319119,0.654199779,-0.021020101,0.431775004,0.57993573,-0.028130906,0.442275107,0.52506125,-0.036150344,0.388917387,0.556395769,0.007839935,0.401441336,0.479103088,-0.002496854,0.405709594,0.43017906,-0.011969112,0.407961816,0.387922168,-0.019437399,0.356669426,0.540245473,0.001878751,0.372291237,0.451328397,-0.006925217,0.380349874,0.396853566,-0.02270581,0.387798131,0.347417504,-0.034931943,0.32393378,0.540751755,-0.008523015,0.335311979,0.456074893,-0.022173345,0.342199028,0.405129343,-0.040073078,0.350062996,0.362110853,-0.052051134,0.289038032,0.555078387,-0.021484897,0.295658648,0.492361367,-0.035314232,0.303428173,0.449880123,-0.047877207,0.312541366,0.409937948,-0.056833826
A,0.309398592,0.754449546,4.24E-09,0.373085022,0.72485584,-0.016080949,0.417032957,0.654683471,-0.021924896,0.432100713,0.580570936,-0.029526643,0.443058372,0.524572909,-0.03795461,0.389758766,0.554864168,0.006623012,0.402468383,0.47633934,-0.003957516,0.406377584,0.426622093,-0.013508583,0.408332586,0.383581638,-0.02097279,0.35744378,0.539397001,0.000772967,0.372531861,0.449915767,-0.008338733,0.379811734,0.395658433,-0.023725687,0.38675794,0.346559465,-0.035530727,0.324556559,0.540417016,-0.009433211,0.336043537,0.454850107,-0.023182228,0.342767805,0.403991878,-0.040448643,0.350509554,0.361223459,-0.051932666,0.289471745,0.555086732,-0.022232071,0.296448141,0.491934955,-0.035892442,0.304220408,0.4495309,-0.047920916,0.313266754,0.409930348,-0.056447998
A,0.316872567,0.755852282,3.52E-09,0.381059557,0.728562236,-0.018946547,0.425823718,0.654096186,-0.024908371,0.440101027,0.576052666,-0.03251826,0.449571729,0.519361258,-0.041101221,0.39871639,0.554155886,0.007818978,0.411640972,0.473910421,-0.003121192,0.414649814,0.423513085,-0.01330719,0.415634722,0.380664647,-0.021382626,0.364654511,0.537219882,0.002440069,0.380724311,0.446085632,-0.006746929,0.387874782,0.389730841,-0.024015212,0.394679189,0.339722455,-0.037424479,0.330819815,0.537705183,-0.007986262,0.34218809,0.451272905,-0.022647209,0.348671466,0.399213672,-0.042734146,0.35629338,0.356115758,-0.056149721,0.295495361,0.552285194,-0.021330686,0.301806509,0.487526655,-0.036350619,0.309485734,0.445237875,-0.050507896,0.318672061,0.406286955,-0.060585152
A,0.321459144,0.757343292,4.25E-09,0.387063742,0.726641476,-0.020450309,0.430922806,0.651058435,-0.026764939,0.443834513,0.572236955,-0.034423385,0.453561842,0.513996482,-0.043007933,0.402824551,0.549374521,0.008068087,0.415645242,0.468743861,-0.002520462,0.419123441,0.416906118,-0.012818964,0.420655191,0.372363031,-0.020995574,0.368404716,0.53338939,0.003776843,0.383487403,0.440664053,-0.004931296,0.390243173,0.383166254,-0.022340467,0.396307141,0.331562459,-0.035848409,0.3341524,0.534742713,-0.005737588,0.344803184,0.445821643,-0.020478806,0.350878477,0.39183113,-0.041259009,0.357875377,0.346096337,-0.055086117,0.298098356,0.550346434,-0.018201351,0.304128528,0.484255373,-0.033296142,0.311474323,0.440689802,-0.047815863,0.320075572,0.400164902,-0.058188878
A,0.326370478,0.755167723,4.37E-09,0.39200297,0.721377432,-0.018136721,0.435421288,0.645302176,-0.023846965,0.448080152,0.566947103,-0.031286035,0.457952291,0.508301497,-0.039677922,0.404912353,0.545011938,0.009129496,0.417664737,0.463636518,-0.001212598,0.420906007,0.411953807,-0.011176285,0.422140598,0.367348135,-0.019152731,0.370354056,0.529554844,0.003806147,0.384969592,0.435482502,-0.005011862,0.39153415,0.377323151,-0.022179889,0.397061914,0.32489413,-0.035523206,0.335901767,0.531471252,-0.006445673,0.346039057,0.441895336,-0.02111382,0.351884007,0.387362361,-0.041394144,0.35843271,0.340822697,-0.054915778,0.299654841,0.547894299,-0.019434698,0.3050538,0.481301427,-0.034358583,0.31247288,0.437321603,-0.048453633,0.320932329,0.396253109,-0.058547944
A,0.325776875,0.754101276,4.54E-09,0.390895009,0.720315397,-0.016796509,0.435420334,0.645731807,-0.022226563,0.44924584,0.567849874,-0.029420596,0.457158506,0.50878191,-0.037389219,0.405459076,0.543206632,0.008920462,0.418561995,0.461516082,-0.001537225,0.421859413,0.409117997,-0.01127146,0.42295599,0.363991857,-0.019016534,0.371206611,0.528147161,0.002904303,0.385456115,0.433478147,-0.006080346,0.391590357,0.374973476,-0.022348784,0.396854579,0.322225094,-0.034968928,0.336686224,0.530801952,-0.007838184,0.346286505,0.441079199,-0.02243232,0.351493686,0.386420012,-0.041243467,0.357610583,0.339824319,-0.053688757,0.30043757,0.547979236,-0.021281714,0.305494994,0.481906593,-0.03592797,0.312492609,0.438043952,-0.048955094,0.320601314,0.397035599,-0.058138505
A,0.3350797,0.753199816,4.01E-09,0.400446475,0.721119285,-0.019727547,0.444123864,0.640486479,-0.025507333,0.456110239,0.558336675,-0.032858323,0.462293625,0.498303652,-0.041332982,0.41336143,0.538083315,0.007895218,0.424675375,0.452846527,-0.003535994,0.427947313,0.398810387,-0.014187821,0.429223657,0.353402019,-0.022694277,0.37802878,0.522221625,0.002478025,0.392058223,0.424318016,-0.007150227,0.399175227,0.362875015,-0.025450295,0.405845225,0.308675975,-0.039735224,0.342784703,0.524307966,-0.00818281,0.351920098,0.431660295,-0.02396998,0.357484937,0.374963433,-0.045841388,0.364490598,0.327909052,-0.060402393,0.305879056,0.54183507,-0.021786496,0.310069203,0.473076314,-0.038115077,0.316515177,0.427294135,-0.053604398,0.324541032,0.385384113,-0.064588413
A,0.33593598,0.755759299,4.70E-09,0.401955694,0.72028476,-0.017950539,0.447147608,0.639838338,-0.023502838,0.460642636,0.557683289,-0.031094955,0.466914028,0.496510923,-0.039698482,0.415444762,0.536736608,0.010004108,0.428126514,0.450769246,-0.001445778,0.431561351,0.396832108,-0.012151513,0.432960749,0.350585997,-0.020647451,0.380097002,0.520828128,0.00330802,0.393892944,0.421924531,-0.006241622,0.400090039,0.361234605,-0.024202043,0.406084478,0.306413442,-0.03825739,0.344900399,0.522992134,-0.00859676,0.353611767,0.429048598,-0.02402523,0.358979285,0.371848971,-0.045025669,0.366084665,0.323522687,-0.059134081,0.307912916,0.540173233,-0.023411701,0.312007993,0.469324499,-0.039080918,0.318547428,0.42340377,-0.053672086,0.327013224,0.381335407,-0.064137787
A,0.337509394,0.760954618,5.09E-09,0.404997051,0.723573923,-0.0150928,0.450323224,0.641191602,-0.019049875,0.463986456,0.558029711,-0.025645507,0.469488561,0.495319217,-0.033370834,0.41638571,0.535969794,0.014504423,0.428922564,0.448289573,0.004224646,0.432430655,0.392858356,-0.006058231,0.434164852,0.345406592,-0.014386167,0.380039215,0.520683467,0.006565052,0.39275232,0.41962871,-0.001784438,0.398165494,0.357239336,-0.019455198,0.403438687,0.301294476,-0.033407468,0.34419626,0.523789823,-0.006503927,0.352372229,0.428059161,-0.021214111,0.356978148,0.369057357,-0.042030863,0.363438278,0.319596857,-0.05605711,0.307006717,0.542057633,-0.022312691,0.310481697,0.470565319,-0.037520111,0.316866934,0.423332602,-0.051830437,0.325247198,0.380387545,-0.062127389
A,0.337967664,0.761119008,5.02E-09,0.404122174,0.723656237,-0.014619912,0.450418651,0.641946971,-0.019433061,0.464883566,0.558896422,-0.026900867,0.469424665,0.496445477,-0.035382044,0.417430609,0.53545177,0.011723349,0.429638565,0.446812332,0.000397447,0.432768583,0.391057372,-0.01006291,0.433847308,0.343331069,-0.018432129,0.38124761,0.520256281,0.00298873,0.394041508,0.418311298,-0.006467634,0.399478704,0.355493546,-0.023650648,0.404797375,0.298924774,-0.037214875,0.3451882,0.523882389,-0.010650631,0.353075713,0.42776674,-0.025833508,0.357528359,0.368642032,-0.045462277,0.363880187,0.31883961,-0.058679529,0.30782631,0.543040097,-0.027048798,0.311130822,0.471145511,-0.042368915,0.317275107,0.423881292,-0.05586195,0.325478494,0.380387723,-0.065512463
A,0.337710232,0.765394092,5.01E-09,0.405386984,0.727260947,-0.017782586,0.450885117,0.645026863,-0.024517586,0.464818299,0.561629713,-0.033688631,0.470963061,0.496674329,-0.043956906,0.417945862,0.535531759,0.0100572,0.429562956,0.446672916,-0.002207416,0.432564616,0.390342176,-0.013846124,0.433455229,0.342291594,-0.023101581,0.381049722,0.521012366,0.00212028,0.393398166,0.417770624,-0.008493984,0.398681313,0.354135692,-0.027366439,0.403725177,0.296937138,-0.042054869,0.344346076,0.525170267,-0.011093622,0.351957738,0.427449584,-0.02738975,0.356420904,0.367647409,-0.048698958,0.362418383,0.317328215,-0.063045621,0.306106478,0.544990003,-0.027287329,0.309712797,0.471560895,-0.043593645,0.316230774,0.423552811,-0.058216821,0.324466556,0.379463613,-0.068760037
A,0.338836521,0.776535392,5.41E-09,0.408094734,0.737490535,-0.019748982,0.453711957,0.651758313,-0.027049487,0.467653841,0.565238416,-0.036625896,0.475023538,0.497760892,-0.04749072,0.41810593,0.538907409,0.008605574,0.430088907,0.44762066,-0.004664417,0.433413297,0.389398873,-0.017074069,0.434841096,0.339495778,-0.026891485,0.380335152,0.523875296,0.001095691,0.393248975,0.417786628,-0.010486948,0.398656309,0.35232079,-0.030475492,0.403874755,0.29314965,-0.045968495,0.343002558,0.528192639,-0.011957007,0.350522786,0.427756578,-0.029718013,0.3545762,0.365709662,-0.052703697,0.360504985,0.312876761,-0.068059012,0.303975224,0.548826754,-0.028090928,0.306869477,0.473506212,-0.045925479,0.312692732,0.42380178,-0.06194932,0.320394874,0.378071338,-0.073434159
A,0.337236255,0.778688967,4.87E-09,0.406996161,0.738992572,-0.020767573,0.45367986,0.654258013,-0.029472813,0.467620552,0.567424655,-0.040353425,0.474619985,0.498806626,-0.052437652,0.418495834,0.53952235,0.00631213,0.430274844,0.446712166,-0.008035087,0.433513105,0.38825953,-0.020979833,0.434653252,0.337700725,-0.031135885,0.380438119,0.524605513,-0.001442499,0.392597198,0.416540176,-0.014186713,0.39808619,0.350614429,-0.034510523,0.403562456,0.290309578,-0.050208401,0.342695892,0.529464185,-0.01476582,0.34989804,0.427101105,-0.033250675,0.355092674,0.364504158,-0.056251805,0.362110525,0.311089545,-0.071662858,0.303333223,0.551174879,-0.031270668,0.306383193,0.474576116,-0.049584419,0.312803268,0.424437463,-0.065632924,0.321240753,0.377924919,-0.077122144
A,0.338424027,0.785827935,4.95E-09,0.408745915,0.745863616,-0.022436529,0.454868764,0.657918036,-0.033310309,0.468204111,0.568874717,-0.046404824,0.477606654,0.498178482,-0.061071549,0.419529647,0.54018414,0.00057575,0.431305766,0.445381433,-0.016325109,0.433965713,0.385414481,-0.030892489,0.434660763,0.333846897,-0.042187221,0.380170971,0.524959981,-0.007783633,0.392655104,0.415033937,-0.023150524,0.397760212,0.347482979,-0.045132652,0.402735114,0.285718977,-0.062043652,0.34119463,0.529898405,-0.021594577,0.348244071,0.425465196,-0.042222142,0.352827072,0.360690236,-0.066545174,0.359098107,0.305772871,-0.08290039,0.300134927,0.552447677,-0.038615063,0.302560866,0.472661167,-0.05869351,0.308405578,0.420090556,-0.075701758,0.316155851,0.371763259,-0.087987475
A,0.332756877,0.800761938,5.21E-09,0.404976785,0.760154128,-0.025679003,0.452771991,0.668316483,-0.038347784,0.467357904,0.576167524,-0.053084921,0.478310585,0.502220929,-0.069658175,0.417321533,0.546350062,-0.002140393,0.4292413,0.448962092,-0.021117913,0.432380855,0.385654151,-0.037721217,0.433811694,0.330902994,-0.050558526,0.37703976,0.53074342,-0.01033997,0.389529496,0.41696164,-0.027633756,0.39509204,0.345782399,-0.051774457,0.400474399,0.280197769,-0.070428513,0.336975455,0.536306858,-0.024393491,0.343397617,0.428546906,-0.046976928,0.347489208,0.361020237,-0.073220477,0.353261739,0.303261757,-0.09101896,0.294496179,0.560248315,-0.04198001,0.296103418,0.477997243,-0.063749701,0.301486641,0.424116611,-0.082058884,0.308545917,0.374707401,-0.095438451
A,0.330364913,0.811909556,5.50E-09,0.402961969,0.768218398,-0.024383143,0.451336592,0.674464345,-0.037664343,0.465971231,0.58146435,-0.053389966,0.476604283,0.50707072,-0.071011893,0.414492577,0.549713731,-0.004087008,0.42615059,0.45009762,-0.024026953,0.429074079,0.385985255,-0.040773377,0.430200577,0.330699772,-0.053674623,0.373129278,0.534847498,-0.013941318,0.385321945,0.418124646,-0.032282338,0.390808105,0.346011072,-0.056251794,0.396228701,0.280192703,-0.074835673,0.331946045,0.541861117,-0.029444678,0.338115305,0.431414247,-0.052725881,0.342528909,0.362855226,-0.078549109,0.34874171,0.304359674,-0.096186712,0.288433999,0.567781866,-0.04841521,0.289472491,0.484427273,-0.070667602,0.294750392,0.429475367,-0.088827662,0.302185088,0.37869978,-0.102188192
A,0.330635846,0.816705525,5.15E-09,0.402875811,0.771487296,-0.024235824,0.452020437,0.676057518,-0.037232898,0.466920912,0.581421316,-0.052646521,0.475112498,0.505891919,-0.069861345,0.413761467,0.550291419,-0.003355773,0.425992012,0.44931072,-0.023581617,0.429852426,0.385139555,-0.040412866,0.431423753,0.329631776,-0.053325851,0.372464687,0.535058498,-0.013406721,0.385105997,0.416561604,-0.031813435,0.39119783,0.343528956,-0.055998221,0.397558898,0.276204348,-0.074774109,0.331357539,0.542124808,-0.029212128,0.3374708,0.429376483,-0.052325889,0.342783272,0.359840095,-0.078333631,0.350568324,0.300390601,-0.096183836,0.288271725,0.568579972,-0.048541188,0.289683402,0.483323902,-0.070801839,0.295607746,0.426674306,-0.089213558,0.304394811,0.373837709,-0.102736384
A,0.320769191,0.830633402,5.84E-09,0.396735013,0.785163522,-0.031356137,0.446160883,0.690207601,-0.049672056,0.460392952,0.594151974,-0.069740467,0.472318947,0.513732374,-0.091672353,0.408992469,0.556090295,-0.012197898,0.420486391,0.452839285,-0.035733704,0.422228307,0.386015654,-0.05500396,0.422277868,0.32781148,-0.069741786,0.365552634,0.541684985,-0.021164263,0.376596689,0.420430839,-0.043114152,0.380730778,0.34631452,-0.069646299,0.384806573,0.277093589,-0.090071939,0.322555512,0.550816178,-0.036374938,0.328567326,0.436585039,-0.063375473,0.333561152,0.366340786,-0.091555037,0.339908838,0.305252492,-0.110753521,0.276803881,0.580358803,-0.055545233,0.278036058,0.494723141,-0.080882832,0.2832928,0.439328611,-0.100658536,0.290525854,0.387176156,-0.115190744
A,0.315242648,0.839710832,5.86E-09,0.392233491,0.791616976,-0.030703124,0.445471615,0.695317686,-0.049060717,0.460946858,0.597660959,-0.068757564,0.467641532,0.516720772,-0.090245105,0.406346291,0.563549995,-0.016682761,0.417904556,0.456967592,-0.041566871,0.419043243,0.388845891,-0.06071933,0.418516219,0.329884678,-0.075087033,0.362037152,0.548702419,-0.025800399,0.372629702,0.423987448,-0.049130291,0.376217306,0.347666174,-0.074996769,0.380333334,0.27644062,-0.094857462,0.318117231,0.55746603,-0.040730182,0.323193222,0.440423846,-0.068530522,0.32715261,0.367640644,-0.095810711,0.333415538,0.30479154,-0.11425478,0.271977544,0.586815417,-0.059541009,0.27236408,0.498425692,-0.085008226,0.277117908,0.440997303,-0.104272746,0.28457877,0.387655467,-0.118334338
A,0.314237297,0.842595637,5.58E-09,0.391672701,0.79259789,-0.029337931,0.443999946,0.694963753,-0.047183279,0.45897755,0.596405804,-0.066792004,0.466612309,0.515858889,-0.088224545,0.405507594,0.566224754,-0.014254787,0.417663187,0.457714796,-0.038950257,0.419269383,0.389193952,-0.05816859,0.418870121,0.329971582,-0.072686419,0.361537337,0.551588416,-0.024169633,0.372177422,0.424559057,-0.047336936,0.375613153,0.3467125,-0.07391496,0.379542738,0.274253398,-0.094306841,0.317930043,0.559949756,-0.039921049,0.323029727,0.440710366,-0.067484438,0.327006519,0.366457313,-0.095746592,0.333290845,0.302121431,-0.114919312,0.272667646,0.588863254,-0.059412379,0.273127824,0.497924209,-0.084799916,0.278116584,0.438738823,-0.104657367,0.285742462,0.383439958,-0.119240128
A,0.304041445,0.856330276,6.42E-09,0.384028703,0.809635043,-0.035274014,0.435932815,0.71067661,-0.055539586,0.450678915,0.609766722,-0.076614976,0.461285353,0.525112629,-0.099664479,0.397026956,0.569437087,-0.018546669,0.407908529,0.45882073,-0.043889068,0.408630788,0.388554722,-0.063806564,0.40768522,0.328530043,-0.078825824,0.35172832,0.554965019,-0.026066031,0.362097502,0.425321311,-0.049802873,0.365854621,0.347587317,-0.07707455,0.370066792,0.275395364,-0.097907208,0.306758076,0.565108478,-0.039946605,0.311447322,0.443195224,-0.068895034,0.315470159,0.368671119,-0.098466478,0.320922792,0.305510193,-0.118319348,0.258880198,0.596719205,-0.057985172,0.258473337,0.505714893,-0.084968574,0.262582511,0.446597308,-0.105902173,0.268886775,0.392107964,-0.121093042
A,0.299400061,0.868270457,6.92E-09,0.379469156,0.815389156,-0.035010874,0.435051858,0.715840816,-0.055710047,0.452357709,0.613188088,-0.077323154,0.459052205,0.52528131,-0.100764871,0.394431919,0.576695442,-0.019673692,0.405646741,0.464454591,-0.04689005,0.40566206,0.392886043,-0.06799908,0.404096842,0.331072271,-0.08390788,0.348130941,0.561803877,-0.028581848,0.358805537,0.430585921,-0.054398354,0.362232894,0.351081878,-0.082957074,0.366440237,0.276821434,-0.104819201,0.301796854,0.571843565,-0.043917958,0.305908918,0.448251098,-0.074901097,0.310433686,0.372429937,-0.105446644,0.317718387,0.306447595,-0.12603879,0.252486318,0.604031622,-0.06336531,0.250896037,0.511110544,-0.092023425,0.255262166,0.450368404,-0.113891043,0.262807667,0.39346227,-0.12978524
A,0.301147074,0.871932924,6.30E-09,0.380760729,0.818335176,-0.033122517,0.434465259,0.71581763,-0.053881757,0.449946254,0.612802923,-0.076385476,0.45901978,0.526344776,-0.101040766,0.393931657,0.57814759,-0.018362192,0.404965222,0.464646816,-0.046401277,0.405559123,0.393426836,-0.06810943,0.404153407,0.331412375,-0.084342919,0.346821368,0.563343644,-0.028836297,0.357096374,0.430913687,-0.055374369,0.360063106,0.351101726,-0.084676705,0.363675594,0.275894165,-0.106921777,0.300455868,0.57295984,-0.045679476,0.30478251,0.447141409,-0.076649033,0.309212923,0.369583875,-0.107679434,0.316055447,0.301612943,-0.128678709,0.252464086,0.604988456,-0.066550925,0.252679974,0.508433163,-0.095012613,0.257922977,0.444792062,-0.117082313,0.265951902,0.384310544,-0.133289367
A,0.29042995,0.885975957,6.60E-09,0.372264236,0.834353149,-0.039895441,0.42793873,0.731528938,-0.06303858,0.445690364,0.625735044,-0.086489096,0.453941286,0.533845901,-0.111945339,0.385493994,0.581984818,-0.023687229,0.39680019,0.46606195,-0.052407824,0.397519767,0.392316222,-0.074753486,0.396614969,0.328837633,-0.091596052,0.337810278,0.567350328,-0.031426691,0.348048031,0.432017416,-0.058507547,0.351830751,0.351035357,-0.088357322,0.356708139,0.274948418,-0.111131243,0.29057458,0.579222262,-0.046100169,0.294414669,0.452313244,-0.078644514,0.299468488,0.37386173,-0.110956095,0.307296753,0.305186182,-0.132716417,0.240868211,0.614808738,-0.065302223,0.239310861,0.520480275,-0.095583126,0.243679941,0.458242476,-0.118752517,0.251452506,0.399928749,-0.135507062
A,0.287996888,0.881830275,6.33E-09,0.369899035,0.826493442,-0.041786704,0.426968545,0.724339783,-0.068274178,0.443655878,0.619451761,-0.094854996,0.449749053,0.529998958,-0.123304144,0.384349883,0.581894875,-0.03215282,0.39409712,0.462117702,-0.06430582,0.393270016,0.388825387,-0.088154748,0.390264958,0.325502187,-0.105865613,0.334362954,0.567179501,-0.040235493,0.343328476,0.428299516,-0.070588566,0.345472217,0.346422195,-0.101978958,0.348480076,0.269777924,-0.125897914,0.285286188,0.578240633,-0.055007469,0.288922757,0.448557198,-0.089925334,0.292878926,0.368595839,-0.123666674,0.29972738,0.298855394,-0.146467939,0.234813005,0.613006532,-0.074238777,0.233541131,0.515812516,-0.106002659,0.238356382,0.451523066,-0.130209029,0.24666816,0.390779316,-0.147932827
A,0.292124808,0.881329179,6.26E-09,0.373036474,0.82470715,-0.03759836,0.427920967,0.720717132,-0.060137343,0.443952113,0.614682317,-0.083568282,0.452100188,0.52506274,-0.108924121,0.384034574,0.579179645,-0.0206165,0.394069999,0.46107471,-0.048966039,0.394156426,0.387615055,-0.071010098,0.392286688,0.324174076,-0.087536708,0.335768491,0.565143287,-0.028971968,0.344779342,0.427380264,-0.05563711,0.34718129,0.344037563,-0.085876115,0.350197047,0.265321195,-0.108863942,0.28826803,0.576146841,-0.0441349,0.291326702,0.446723163,-0.075605325,0.294298738,0.366276801,-0.108235531,0.300017923,0.295631975,-0.130229861,0.239641309,0.610267937,-0.063669316,0.238494068,0.510462999,-0.092876472,0.242512882,0.444813311,-0.116142996,0.249501884,0.382429361,-0.133088082
